Empresa Emisora,Credito,Status Facturacion,Record ID#,Tipo de comision,Status Reparadora,Referencia,Monto,Fecha de facturacion,Fecha de envio de cobro,Fecha de Cobro,Banco Receptor,Fecha Operacion,Saldo,Factura Electronica,Fecha FE,Folio
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374094,Interes Moratorio CT,,6002764,"$126,829",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97169
RESPALDO COLOMBIA SAS,yes,Cobrado,374095,Interes Moratorio CT,,6002755,"$34,746",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,96845
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374096,Interes Moratorio CT,,6002752,"$45,045",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94956
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374097,Interes Moratorio CT,,6002735,"$25,270",30-04-2022,,,,30-04-2022,,yes,18-05-2022,98047
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374098,Interes Moratorio CT,,6002734,"$30,926",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94224
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374099,Interes Moratorio CT,,6002712,"$21,654",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93584
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374100,Interes Moratorio CT,,6002693,"$33,475",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94875
RESPALDO COLOMBIA SAS,yes,Cobrado,374101,Interes Moratorio CT,,6002691,"$11,467",30-04-2022,,11-05-2022,Bancolombia,30-04-2022,,yes,18-05-2022,95817
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374102,Interes Moratorio CT,,6002676,"$17,888",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96293
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374103,Interes Moratorio CT,,6002675,"$18,239",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97284
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374104,Interes Moratorio CT,,6002672,"$28,148",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95154
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374105,Interes Moratorio CT,,6002664,"$5,333",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94236
RESPALDO COLOMBIA SAS,yes,Cobrado,374106,Interes Moratorio CT,,6002648,"$56,089",30-04-2022,,12-05-2022,Bancolombia,30-04-2022,,yes,18-05-2022,94811
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374107,Interes Moratorio CT,,6002646,"$24,482",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96499
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374108,Interes Moratorio CT,,6002645,"$23,160",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96697
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374109,Interes Moratorio CT,,6002644,"$20,766",30-04-2022,,,,30-04-2022,,yes,18-05-2022,98060
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374110,Interes Moratorio CT,,6002633,"$6,637",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97683
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374111,Interes Moratorio CT,,6002628,"$73,509",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94117
RESPALDO COLOMBIA SAS,yes,Cobrado,374112,Interes Moratorio CT,,6002623,"$24,352",30-04-2022,,29-04-2022,Bancolombia,30-04-2022,,yes,18-05-2022,93405
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,374113,Interes Moratorio CT,,6002622,"$197,188",30-04-2022,,,,30-04-2022,"$197,055",yes,18-05-2022,94521
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374114,Interes Moratorio CT,,6002603,"$117,903",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95587
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374115,Interes Moratorio CT,,6002597,"$18,634",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96851
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374116,Interes Moratorio CT,,6002586,"$3,832",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97265
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374117,Interes Moratorio CT,,6002569,"$90,394",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96501
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374118,Interes Moratorio CT,,6002545,"$44,942",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97359
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374119,Interes Moratorio CT,,6002541,"$24,068",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97275
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374120,Interes Moratorio CT,,6002530,"$3,901",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95424
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374121,Interes Moratorio CT,,6002524,"$5,324",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96862
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374122,Interes Moratorio CT,,6002523,"$14,021",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95559
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374123,Interes Moratorio CT,,6002522,"$23,770",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95228
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374124,Interes Moratorio CT,,6002515,"$48,946",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95126
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,374125,Interes Moratorio CT,,6002497,"$11,141",30-04-2022,,08-06-2022,Bancolombia,30-04-2022,$0,yes,18-05-2022,95945
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374126,Interes Moratorio CT,,6002488,"$233,335",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94332
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374127,Interes Moratorio CT,,6002485,"$66,170",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93738
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374128,Interes Moratorio CT,,6002469,"$37,827",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96795
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374129,Interes Moratorio CT,,6002449,"$22,431",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95057
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374130,Interes Moratorio CT,,6002439,"$16,904",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93905
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374131,Interes Moratorio CT,,6002417,"$39,232",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97260
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374132,Interes Moratorio CT,,6002412,"$30,212",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96487
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374133,Interes Moratorio CT,,6002406,"$20,282",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95898
RESPALDO COLOMBIA SAS,yes,Cobrado,374134,Interes Moratorio CT,,6002393,"$61,953",30-04-2022,,30-04-2022,Respaldo,30-04-2022,,yes,18-05-2022,93889
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374135,Interes Moratorio CT,,6002388,"$30,444",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97599
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374136,Interes Moratorio CT,,6002363,"$10,100",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93538
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374137,Interes Moratorio CT,,6002362,"$38,688",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94474
RESPALDO COLOMBIA SAS,yes,Cobrado,374138,Interes Moratorio CT,,6002350,"$15,085",30-04-2022,,11-05-2022,Bancolombia,30-04-2022,,yes,18-05-2022,97094
RESPALDO COLOMBIA SAS,yes,Cobrado,374139,Interes Moratorio CT,,6002342,"$156,965",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,97829
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374140,Interes Moratorio CT,,6002341,"$46,824",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97839
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,374141,Interes Moratorio CT,,6002332,"$33,339",30-04-2022,,,,30-04-2022,"$33,050",yes,18-05-2022,95103
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374142,Interes Moratorio CT,,6002286,"$48,411",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96227
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374143,Interes Moratorio CT,,6002282,"$16,857",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96941
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374144,Interes Moratorio CT,,6002279,"$26,814",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96147
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374145,Interes Moratorio CT,,6002267,"$54,057",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94022
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374146,Interes Moratorio CT,,6002256,"$37,971",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96565
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374147,Interes Moratorio CT,,6002254,"$70,948",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93429
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374148,Interes Moratorio CT,,6002242,"$69,818",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96119
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374149,Interes Moratorio CT,,6002235,"$83,403",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94673
RESPALDO COLOMBIA SAS,yes,Cobrado,374150,Interes Moratorio CT,,6002234,"$246,369",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,96507
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374151,Interes Moratorio CT,,6002223,"$4,912",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97873
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374152,Interes Moratorio CT,,6002220,"$63,463",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95143
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374153,Interes Moratorio CT,,6002217,"$21,443",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94402
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374154,Interes Moratorio CT,,6002216,"$90,175",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94372
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374155,Interes Moratorio CT,,6002205,"$150,634",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96169
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374156,Interes Moratorio CT,,6002199,"$129,250",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96520
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374157,Interes Moratorio CT,,6002194,"$13,491",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94501
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374158,Interes Moratorio CT,,6002191,"$7,741",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96685
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374159,Interes Moratorio CT,,6002183,"$59,824",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97047
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374160,Interes Moratorio CT,,6002161,"$47,459",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97023
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374161,Interes Moratorio CT,,6002159,"$95,714",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96515
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374162,Interes Moratorio CT,,6002151,"$21,318",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95546
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374163,Interes Moratorio CT,,6002146,"$3,478",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96319
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374164,Interes Moratorio CT,,6002145,"$33,302",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94749
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,374165,Interes Moratorio CT,,6002141,"$8,849",30-04-2022,,09-06-2022,Bancolombia,30-04-2022,$0,yes,18-05-2022,97801
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374166,Interes Moratorio CT,,6002138,"$117,567",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95008
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374167,Interes Moratorio CT,,6002131,"$28,584",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96706
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374168,Interes Moratorio CT,,6002090,"$6,214",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96330
RESPALDO COLOMBIA SAS,yes,Cobrado,374169,Interes Moratorio CT,,6002087,"$16,245",30-04-2022,,12-05-2022,Bancolombia,30-04-2022,,yes,18-05-2022,97775
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374170,Interes Moratorio CT,,6002079,"$42,941",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93407
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374171,Interes Moratorio CT,,6002044,"$31,416",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94512
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374172,Interes Moratorio CT,,6002030,"$85,414",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95585
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374173,Interes Moratorio CT,,6002025,"$28,945",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96362
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374174,Interes Moratorio CT,,6002022,"$6,905",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94619
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374175,Interes Moratorio CT,,6002020,"$9,063",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96346
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374176,Interes Moratorio CT,,6002004,"$29,625",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95789
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374177,Interes Moratorio CT,,6002001,"$17,047",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93882
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374178,Interes Moratorio CT,,6002000,"$1,647,185",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95504
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374179,Interes Moratorio CT,,6001987,"$552,260",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95368
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374180,Interes Moratorio CT,,6001983,"$49,885",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97862
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374181,Interes Moratorio CT,,6001971,"$153,777",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93749
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374182,Interes Moratorio CT,,6001969,"$12,499",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96183
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374183,Interes Moratorio CT,,6001918,"$8,121",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96652
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374184,Interes Moratorio CT,,6001913,"$17,666",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94375
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374185,Interes Moratorio CT,,6001895,"$46,825",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94483
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374186,Interes Moratorio CT,,6001890,"$4,167",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93915
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374187,Interes Moratorio CT,,6001887,"$22,008",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96329
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374188,Interes Moratorio CT,,6001851,"$11,478",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96505
RESPALDO COLOMBIA SAS,yes,Cobrado,374189,Interes Moratorio CT,,6001844,"$49,602",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,96928
RESPALDO COLOMBIA SAS,yes,Cobrado,374190,Interes Moratorio CT,,6001821,"$226,712",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,94524
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374191,Interes Moratorio CT,,6001808,"$13,016",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97281
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374192,Interes Moratorio CT,,6001795,"$37,384",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95695
RESPALDO COLOMBIA SAS,yes,Cobrado,374193,Interes Moratorio CT,,6001788,"$13,475",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,97068
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374194,Interes Moratorio CT,,6001771,"$3,786",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94048
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374195,Interes Moratorio CT,,6001740,"$22,603",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97378
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374196,Interes Moratorio CT,,6001739,"$27,093",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93560
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374197,Interes Moratorio CT,,6001735,"$10,233",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97451
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374198,Interes Moratorio CT,,6001733,"$76,864",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95564
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374199,Interes Moratorio CT,,6001729,"$13,942",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97741
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374200,Interes Moratorio CT,,6001673,"$316,896",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94634
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374201,Interes Moratorio CT,,6001655,"$202,312",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96109
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374202,Interes Moratorio CT,,6001621,"$5,861",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95092
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374203,Interes Moratorio CT,,6001614,"$33,713",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97776
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374204,Interes Moratorio CT,,6001613,"$84,908",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96911
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374205,Interes Moratorio CT,,6001581,"$17,456",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97122
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374206,Interes Moratorio CT,,6001563,"$26,773",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94105
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374207,Interes Moratorio CT,,6001509,"$9,448",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96040
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374208,Interes Moratorio CT,,6001480,"$105,976",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97932
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374209,Interes Moratorio CT,,6001471,"$14,764",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93807
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374210,Interes Moratorio CT,,6001427,"$80,315",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93705
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374211,Interes Moratorio CT,,6001426,"$151,290",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96276
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374212,Interes Moratorio CT,,6001425,"$14,640",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97980
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374213,Interes Moratorio CT,,6001424,"$14,982",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95919
RESPALDO COLOMBIA SAS,yes,Cobrado,374214,Interes Moratorio CT,,6001377,"$23,642",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,96013
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374215,Interes Moratorio CT,,6001320,"$19,404",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93745
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374216,Interes Moratorio CT,,6001308,"$15,907",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97808
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374217,Interes Moratorio CT,,6001195,"$40,113",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94709
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374218,Interes Moratorio CT,,6001162,"$25,918",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95686
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374219,Interes Moratorio CT,,6001113,"$179,809",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95983
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374220,Interes Moratorio CT,,6001087,"$129,900",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95793
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374221,Interes Moratorio CT,,6001056,"$246,302",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96027
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374222,Interes Moratorio CT,,6000995,"$44,897",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95766
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374223,Interes Moratorio CT,,6000898,"$55,703",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93401
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374224,Interes Moratorio CT,,6000801,"$29,537",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93437
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374225,Interes Moratorio CT,,6000725,"$393,759",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96602
RESPALDO COLOMBIA SAS,no,Cobrado,374226,Interes Moratorio CP,,8001881,"$29,249",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,98041
RESPALDO COLOMBIA SAS,no,Por Cobrar,374227,Interes Moratorio CP,,8001865,"$20,178",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96974
RESPALDO COLOMBIA SAS,no,Por Cobrar,374228,Interes Moratorio CP,,8001831,"$14,988",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95281
RESPALDO COLOMBIA SAS,no,Por Cobrar,374229,Interes Moratorio CP,,8001830,"$15,612",30-04-2022,,,,30-04-2022,,yes,18-05-2022,96904
RESPALDO COLOMBIA SAS,no,Por Cobrar,374230,Interes Moratorio CP,,8001791,"$90,692",30-04-2022,,,,30-04-2022,,yes,18-05-2022,93419
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374231,Interes Moratorio CT,,6004101,"$100,118",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95484
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374232,Interes Moratorio CT,,6004024,"$37,082",30-04-2022,,,,30-04-2022,,yes,18-05-2022,95939
RESPALDO COLOMBIA SAS,yes,Cobrado,374233,Interes Moratorio CT,,6004007,"$103,523",30-04-2022,,11-05-2022,Bancolombia,30-04-2022,,yes,18-05-2022,95575
RESPALDO COLOMBIA SAS,yes,Cobrado,374234,Interes Moratorio CT,,6004238,"$119,401",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,96299
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374235,Interes Moratorio CT,,6004207,"$60,277",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94965
RESPALDO COLOMBIA SAS,yes,Por Cobrar,374236,Interes Moratorio CT,,6004135,"$73,937",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97731
RESPALDO COLOMBIA SAS,no,Por Cobrar,374237,Interes Moratorio CP,,8001989,"$10,660",30-04-2022,,,,30-04-2022,,yes,18-05-2022,94229
RESPALDO COLOMBIA SAS,no,Cobrado,374238,Interes Moratorio CP,,8001973,"$18,265",30-04-2022,,12-05-2022,Bancolombia,30-04-2022,,yes,18-05-2022,94176
RESPALDO COLOMBIA SAS,no,Por Cobrar,374239,Interes Moratorio CP,,8001937,"$26,725",30-04-2022,,,,30-04-2022,,yes,18-05-2022,97646
RESPALDO COLOMBIA SAS,no,Cobrado,374240,Interes Moratorio SC,,5000463,"$46,715",30-04-2022,,30-05-2022,Respaldo,30-04-2022,,yes,18-05-2022,93702
RESPALDO COLOMBIA SAS,yes,Cobrado,374795,Interes Moratorio CT,,6002659,"$1,389",28-04-2022,,28-04-2022,Bancolombia,28-04-2022,,yes,18-05-2022,94853
RESPALDO COLOMBIA SAS,yes,Cobrado,374796,Interes Moratorio CT,,6002623,"$3,500",29-04-2022,,29-04-2022,Bancolombia,29-04-2022,,yes,18-05-2022,93405
RESPALDO COLOMBIA SAS,no,Cobrado,374797,Interes Moratorio CP,,8000903,$6,29-04-2022,,29-04-2022,Bancolombia,29-04-2022,,yes,18-05-2022,95863
RESPALDO COLOMBIA SAS,no,Cobrado,374798,Interes Moratorio SC,,5000246,"$82,570",28-04-2022,,28-04-2022,Bancolombia,28-04-2022,,yes,18-05-2022,94335
RESPALDO COLOMBIA SAS,no,Cobrado,374799,Interes Moratorio SC,,5000051,"$87,519",29-04-2022,,29-04-2022,Bancolombia,29-04-2022,,yes,18-05-2022,95878
RESPALDO COLOMBIA SAS,yes,Cobrado,392389,Interes Moratorio CT,,6002831,"$254,233",02-05-2022,,02-05-2022,Bancolombia,02-05-2022,,yes,18-05-2022,97668
RESPALDO COLOMBIA SAS,yes,Cobrado,392390,Interes Moratorio CT,,6002319,"$200,000",03-05-2022,,03-05-2022,Bancolombia,03-05-2022,,yes,18-05-2022,96489
RESPALDO COLOMBIA SAS,no,Cobrado,392391,Interes Moratorio CP,,8001191,"$150,000",02-05-2022,,02-05-2022,Bancolombia,02-05-2022,,yes,18-05-2022,97484
RESPALDO COLOMBIA SAS,no,Cobrado,392392,Interes Moratorio SC,,5000051,"$109,768",02-05-2022,,02-05-2022,Bancolombia,02-05-2022,,yes,18-05-2022,95878
RESPALDO COLOMBIA SAS,yes,Cobrado,393360,Interes Moratorio CT,,6001616R,"$1,163",09-05-2022,,09-05-2022,Bancolombia,09-05-2022,,yes,18-05-2022,97020
RESPALDO COLOMBIA SAS,no,Cobrado,393361,Interes Moratorio CP,,8000978R,"$65,535",06-05-2022,,06-05-2022,Bancolombia,06-05-2022,,yes,18-05-2022,97078
RESPALDO COLOMBIA SAS,yes,Cobrado,395742,Interes Moratorio CT,,6004007,"$129,070",11-05-2022,,11-05-2022,Bancolombia,11-05-2022,,yes,18-05-2022,95575
RESPALDO COLOMBIA SAS,yes,Cobrado,395743,Interes Moratorio CT,,6004326,"$157,309",11-05-2022,,11-05-2022,Bancolombia,11-05-2022,,yes,18-05-2022,95473
RESPALDO COLOMBIA SAS,yes,Cobrado,395744,Interes Moratorio CT,,6001569,"$16,644",11-05-2022,,11-05-2022,Bancolombia,11-05-2022,,yes,18-05-2022,97772
