Empresa Emisora,Credito,Status Facturacion,Record ID#,Tipo de comision,Status Reparadora,Referencia,Monto,Fecha de facturacion,Fecha de envio de cobro,Fecha de Cobro,Banco Receptor,Fecha Operacion,Saldo,Factura Electronica,Fecha FE,Folio
RESPALDO COLOMBIA SAS,yes,Cancelado,263859,Interes Moratorio CT,,6002276R,"$246,234",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64999
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,263860,Interes Moratorio CT,,6002104R,"$651,400",01-12-2021,,28-02-2022,Respaldo,01-12-2021,$0,yes,15-12-2021,64924
RESPALDO COLOMBIA SAS,yes,Cancelado,263861,Interes Moratorio CT,,6002037R,"$3,045,076",01-12-2021,,,,01-12-2021,"$2,795,076",yes,15-12-2021,64475
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263862,Interes Moratorio CT,,6001954R,"$568,205",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65111
RESPALDO COLOMBIA SAS,yes,Cancelado,263863,Interes Moratorio CT,,6001864R,"$101,797",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63876
RESPALDO COLOMBIA SAS,yes,Cancelado,263864,Interes Moratorio CT,,6001818R,"$107,115",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63761
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,263865,Interes Moratorio CT,,6001778R,"$342,232",01-12-2021,,,,01-12-2021,"$92,232",yes,15-12-2021,64644
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263866,Interes Moratorio CT,,6001752R,"$494,271",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65055
RESPALDO COLOMBIA SAS,yes,Cancelado,263867,Interes Moratorio CT,,6001622R,"$1,529,203",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64020
RESPALDO COLOMBIA SAS,yes,Cancelado,263868,Interes Moratorio CT,,6001616R,"$729,582",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64868
RESPALDO COLOMBIA SAS,yes,Cancelado,263869,Interes Moratorio CT,,6001540R,"$648,599",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64298
RESPALDO COLOMBIA SAS,yes,Cancelado,263870,Interes Moratorio CT,,6001483R,"$981,440",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65141
RESPALDO COLOMBIA SAS,yes,Cancelado,263871,Interes Moratorio CT,,6001434R,"$636,123",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64017
RESPALDO COLOMBIA SAS,yes,Cancelado,263872,Interes Moratorio CT,,6001404R,"$73,942",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64833
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263873,Interes Moratorio CT,,6001385R,"$227,527",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64544
RESPALDO COLOMBIA SAS,yes,Cancelado,263874,Interes Moratorio CT,,6001223R,"$1,066,052",01-12-2021,,,,01-12-2021,"$766,052",yes,15-12-2021,63899
RESPALDO COLOMBIA SAS,yes,Cancelado,263875,Interes Moratorio CT,,6001214R,"$147,741",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63784
RESPALDO COLOMBIA SAS,yes,Castigado,263876,Interes Moratorio CT,,6001166R,"$2,345,181",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64364
RESPALDO COLOMBIA SAS,yes,Cancelado,263877,Interes Moratorio CT,,6001142R,"$1,036,892",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63667
RESPALDO COLOMBIA SAS,yes,Cancelado,263878,Interes Moratorio CT,,6001057R,"$4,710,543",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64539
RESPALDO COLOMBIA SAS,yes,Cobrado,263879,Interes Moratorio CT,,6001049R,"$140,093",01-12-2021,,11-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,65066
RESPALDO COLOMBIA SAS,yes,Cancelado,263880,Interes Moratorio CT,,6000974R,"$988,007",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63700
RESPALDO COLOMBIA SAS,yes,Cancelado,263881,Interes Moratorio CT,,6000945R,"$640,184",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64476
RESPALDO COLOMBIA SAS,yes,Cancelado,263882,Interes Moratorio CT,,6000906R,"$1,056,026",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64603
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263883,Interes Moratorio CT,,6000795R,"$1,340,216",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63764
RESPALDO COLOMBIA SAS,yes,Cancelado,263884,Interes Moratorio CT,,6000775R,"$263,498",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64150
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263885,Interes Moratorio CT,,6000668R,"$345,273",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64555
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263886,Interes Moratorio CT,,6000523R,"$315,386",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63814
RESPALDO COLOMBIA SAS,yes,Cancelado,263887,Interes Moratorio CT,,6000514R,"$111,773",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64000
RESPALDO COLOMBIA SAS,yes,Cancelado,263888,Interes Moratorio CT,,6000319R,"$46,341",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64361
RESPALDO COLOMBIA SAS,yes,Cancelado,263889,Interes Moratorio CT,,6000307R,"$832,613",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63799
RESPALDO COLOMBIA SAS,yes,Cobrado,263890,Interes Moratorio CT,,6003332,"$165,267",01-12-2021,,01-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64112
RESPALDO COLOMBIA SAS,yes,Cancelado,263891,Interes Moratorio CT,,6003327,"$74,837",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64877
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263892,Interes Moratorio CT,,6003289,"$257,479",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65199
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,263893,Interes Moratorio CT,,6003214,"$265,350",01-12-2021,,30-03-2022,Bancolombia,01-12-2021,$0,yes,15-12-2021,65165
RESPALDO COLOMBIA SAS,yes,Cancelado,263894,Interes Moratorio CT,,6003197,"$39,828",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64953
RESPALDO COLOMBIA SAS,yes,Cancelado,263895,Interes Moratorio CT,,6003176,"$530,807",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64483
RESPALDO COLOMBIA SAS,yes,Cancelado,263896,Interes Moratorio CT,,6003160,"$122,450",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64597
RESPALDO COLOMBIA SAS,yes,Cancelado,263897,Interes Moratorio CT,,6003157,"$199,878",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64775
RESPALDO COLOMBIA SAS,yes,Cancelado,263898,Interes Moratorio CT,,6003130,"$355,076",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64018
RESPALDO COLOMBIA SAS,yes,Cancelado,263899,Interes Moratorio CT,,6003124,"$617,135",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63786
RESPALDO COLOMBIA SAS,yes,Cancelado,263900,Interes Moratorio CT,,6003115,"$74,581",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64527
RESPALDO COLOMBIA SAS,yes,Cancelado,263901,Interes Moratorio CT,,6003112,"$115,759",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64204
RESPALDO COLOMBIA SAS,yes,Cancelado,263902,Interes Moratorio CT,,6003105,"$1,245,884",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64607
RESPALDO COLOMBIA SAS,yes,Cancelado,263903,Interes Moratorio CT,,6003094,"$153,620",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64926
RESPALDO COLOMBIA SAS,yes,Cancelado,263904,Interes Moratorio CT,,6003079,"$67,048",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64329
RESPALDO COLOMBIA SAS,yes,Cancelado,263905,Interes Moratorio CT,,6003049,"$138,111",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63617
RESPALDO COLOMBIA SAS,yes,Cobrado,263906,Interes Moratorio CT,,6003038,"$300,675",01-12-2021,,21-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64114
RESPALDO COLOMBIA SAS,yes,Cancelado,263907,Interes Moratorio CT,,6003029,"$89,330",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65024
RESPALDO COLOMBIA SAS,yes,Cancelado,263908,Interes Moratorio CT,,6002992,"$103,754",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64779
RESPALDO COLOMBIA SAS,yes,Cancelado,263909,Interes Moratorio CT,,6002986,"$219,490",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64792
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263910,Interes Moratorio CT,,6002966,"$208,683",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64982
RESPALDO COLOMBIA SAS,yes,Cancelado,263911,Interes Moratorio CT,,6002902,"$129,281",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64308
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263912,Interes Moratorio CT,,6002892,"$76,389",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63613
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263913,Interes Moratorio CT,,6002842,"$467,185",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65231
RESPALDO COLOMBIA SAS,yes,Cancelado,263914,Interes Moratorio CT,,6002831,"$292,424",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65100
RESPALDO COLOMBIA SAS,yes,Cancelado,263915,Interes Moratorio CT,,6002822,"$288,952",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65007
RESPALDO COLOMBIA SAS,yes,Cancelado,263916,Interes Moratorio CT,,6002799,"$705,851",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65061
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263917,Interes Moratorio CT,,6002789,"$535,437",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64096
RESPALDO COLOMBIA SAS,yes,Cancelado,263918,Interes Moratorio CT,,6002782,"$408,200",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64815
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,263919,Interes Moratorio CT,,6002774,"$1,289,249",01-12-2021,,,,01-12-2021,"$814,529",yes,15-12-2021,64636
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263920,Interes Moratorio CT,,6002767,"$559,223",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65136
RESPALDO COLOMBIA SAS,yes,Cobrado,263921,Interes Moratorio CT,,6002766,"$264,077",01-12-2021,,15-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64540
RESPALDO COLOMBIA SAS,yes,Cancelado,263922,Interes Moratorio CT,,6002764,"$353,531",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64923
RESPALDO COLOMBIA SAS,yes,Cobrado,263923,Interes Moratorio CT,,6002755,"$346,022",01-12-2021,,30-05-2022,Respaldo,01-12-2021,,yes,15-12-2021,64807
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263924,Interes Moratorio CT,,6002735,"$332,612",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65222
RESPALDO COLOMBIA SAS,yes,Cobrado,263925,Interes Moratorio CT,,6002712,"$58,435",01-12-2021,,27-01-2022,Bancolombia,01-12-2021,,yes,15-12-2021,63669
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263926,Interes Moratorio CT,,6002693,"$86,319",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64132
RESPALDO COLOMBIA SAS,yes,Cancelado,263927,Interes Moratorio CT,,6002691,"$38,564",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64462
RESPALDO COLOMBIA SAS,yes,Cancelado,263928,Interes Moratorio CT,,6002690,"$223,710",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65117
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,263929,Interes Moratorio CT,,6002678,"$585,268",01-12-2021,,28-02-2022,Respaldo,01-12-2021,$0,yes,15-12-2021,63978
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263930,Interes Moratorio CT,,6002676,"$275,119",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64611
RESPALDO COLOMBIA SAS,yes,Cancelado,263931,Interes Moratorio CT,,6002675,"$83,549",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64956
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263932,Interes Moratorio CT,,6002672,"$420,320",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64229
RESPALDO COLOMBIA SAS,yes,Cobrado,263933,Interes Moratorio CT,,6002645,"$109,306",01-12-2021,,25-01-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64764
RESPALDO COLOMBIA SAS,yes,Cancelado,263934,Interes Moratorio CT,,6002622,"$653,666",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64011
RESPALDO COLOMBIA SAS,yes,Cancelado,263935,Interes Moratorio CT,,6002619,"$331,872",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64892
RESPALDO COLOMBIA SAS,yes,Cancelado,263936,Interes Moratorio CT,,6002603,"$837,400",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64391
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263937,Interes Moratorio CT,,6002597,"$108,326",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64810
RESPALDO COLOMBIA SAS,yes,Cobrado,263938,Interes Moratorio CT,,6002595,"$438,556",01-12-2021,,31-03-2022,Bancolombia,01-12-2021,,yes,15-12-2021,63915
RESPALDO COLOMBIA SAS,yes,Cancelado,263939,Interes Moratorio CT,,6002587,"$244,350",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64579
RESPALDO COLOMBIA SAS,yes,Cancelado,263940,Interes Moratorio CT,,6002569,"$758,248",01-12-2021,,,,01-12-2021,"$558,248",yes,15-12-2021,64681
RESPALDO COLOMBIA SAS,yes,Cancelado,263941,Interes Moratorio CT,,6002551,"$19,664",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64335
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263942,Interes Moratorio CT,,6002545,"$878,502",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64986
RESPALDO COLOMBIA SAS,yes,Cancelado,263943,Interes Moratorio CT,,6002540,"$706,326",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64428
RESPALDO COLOMBIA SAS,yes,Cancelado,263944,Interes Moratorio CT,,6002523,"$135,370",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64377
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,263945,Interes Moratorio CT,,6002522,"$481,731",01-12-2021,,,,01-12-2021,"$381,731",yes,15-12-2021,64253
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263946,Interes Moratorio CT,,6002515,"$602,041",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64216
RESPALDO COLOMBIA SAS,yes,Cancelado,263947,Interes Moratorio CT,,6002506,"$369,604",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64266
RESPALDO COLOMBIA SAS,yes,Cancelado,263948,Interes Moratorio CT,,6002502,"$250,918",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65183
RESPALDO COLOMBIA SAS,yes,Cancelado,263949,Interes Moratorio CT,,6002497,"$75,974",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64504
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263950,Interes Moratorio CT,,6002488,"$3,656,441",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63935
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263951,Interes Moratorio CT,,6002485,"$841,900",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63725
RESPALDO COLOMBIA SAS,yes,Cancelado,263952,Interes Moratorio CT,,6002472,"$159,567",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65037
RESPALDO COLOMBIA SAS,yes,Cancelado,263953,Interes Moratorio CT,,6002469,"$778,422",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64789
RESPALDO COLOMBIA SAS,yes,Cancelado,263954,Interes Moratorio CT,,6002467,"$64,513",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64740
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263955,Interes Moratorio CT,,6002449,"$83,223",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64190
RESPALDO COLOMBIA SAS,yes,Cancelado,263956,Interes Moratorio CT,,6002428,"$91,592",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65032
RESPALDO COLOMBIA SAS,yes,Cancelado,263957,Interes Moratorio CT,,6002416,"$20,041",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64954
RESPALDO COLOMBIA SAS,yes,Cancelado,263958,Interes Moratorio CT,,6002412,"$200,054",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64673
RESPALDO COLOMBIA SAS,yes,Castigado,263959,Interes Moratorio CT,,6002411,"$552,557",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,63833
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,263960,Interes Moratorio CT,,6002408,"$310,695",01-12-2021,,28-02-2022,Respaldo,01-12-2021,$0,yes,15-12-2021,64098
RESPALDO COLOMBIA SAS,yes,Cobrado,263961,Interes Moratorio CT,,6002406,"$126,401",01-12-2021,,26-01-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64492
RESPALDO COLOMBIA SAS,yes,Cancelado,263962,Interes Moratorio CT,,6002391,"$90,849",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64973
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263963,Interes Moratorio CT,,6002388,"$207,723",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65071
RESPALDO COLOMBIA SAS,yes,Cancelado,263964,Interes Moratorio CT,,6002362,"$419,581",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63994
RESPALDO COLOMBIA SAS,yes,Cancelado,263965,Interes Moratorio CT,,6002342,"$717,777",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65148
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263966,Interes Moratorio CT,,6002341,"$805,713",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65151
RESPALDO COLOMBIA SAS,yes,Castigado,263967,Interes Moratorio CT,,6002319,"$1,699,980",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64674
RESPALDO COLOMBIA SAS,yes,Cancelado,263968,Interes Moratorio CT,,6002302,"$134,106",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64065
RESPALDO COLOMBIA SAS,yes,Cancelado,263969,Interes Moratorio CT,,6002288,"$351,939",01-12-2021,,,,01-12-2021,"$151,939",yes,15-12-2021,64587
RESPALDO COLOMBIA SAS,yes,Cancelado,263970,Interes Moratorio CT,,6002280,"$264,143",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64323
RESPALDO COLOMBIA SAS,yes,Castigado,263971,Interes Moratorio CT,,6002278,"$1,975,689",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64573
RESPALDO COLOMBIA SAS,yes,Cancelado,263972,Interes Moratorio CT,,6002267,"$222,585",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63824
RESPALDO COLOMBIA SAS,yes,Cobrado,263973,Interes Moratorio CT,,6002256,"$420,367",01-12-2021,,18-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64706
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263974,Interes Moratorio CT,,6002254,"$709,829",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63620
RESPALDO COLOMBIA SAS,yes,Cobro Parcial Cobrado,263975,Interes Moratorio CT,,6002242,"$552,295",01-12-2021,,31-03-2022,Bancolombia,01-12-2021,$0,yes,15-12-2021,64562
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,263976,Interes Moratorio CT,,6002235,"$1,204,366",01-12-2021,,,,01-12-2021,"$604,366",yes,15-12-2021,64062
RESPALDO COLOMBIA SAS,yes,Cancelado,263977,Interes Moratorio CT,,6002220,"$312,486",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64223
RESPALDO COLOMBIA SAS,yes,Cancelado,263978,Interes Moratorio CT,,6002216,"$649,684",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63950
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263979,Interes Moratorio CT,,6002205,"$2,284,478",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64572
RESPALDO COLOMBIA SAS,yes,Cobrado,263980,Interes Moratorio CT,,6002192,"$54,370",01-12-2021,,01-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64007
RESPALDO COLOMBIA SAS,yes,Cobrado,263981,Interes Moratorio CT,,6002191,"$35,984",01-12-2021,,09-03-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64755
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263982,Interes Moratorio CT,,6002183,"$1,139,111",01-12-2021,,,,01-12-2021,"$774,111",yes,15-12-2021,64879
RESPALDO COLOMBIA SAS,yes,Castigado,263983,Interes Moratorio CT,,6002181,"$1,243,423",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,63737
RESPALDO COLOMBIA SAS,yes,Cancelado,263984,Interes Moratorio CT,,6002176,"$180,498",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63859
RESPALDO COLOMBIA SAS,yes,Cancelado,263985,Interes Moratorio CT,,6002172,"$409,042",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64033
RESPALDO COLOMBIA SAS,yes,Cancelado,263986,Interes Moratorio CT,,6002162,"$412,918",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64042
RESPALDO COLOMBIA SAS,yes,Castigado,263987,Interes Moratorio CT,,6002154,"$441,028",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64621
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263988,Interes Moratorio CT,,6002151,"$283,016",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64371
RESPALDO COLOMBIA SAS,yes,Cancelado,263989,Interes Moratorio CT,,6002146,"$50,525",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64617
RESPALDO COLOMBIA SAS,yes,Castigado,263990,Interes Moratorio CT,,6002142,"$1,737,999",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64757
RESPALDO COLOMBIA SAS,yes,Cobro Parcial,263991,Interes Moratorio CT,,6002138,"$2,771,007",01-12-2021,,,,01-12-2021,"$1,571,007",yes,15-12-2021,64172
RESPALDO COLOMBIA SAS,yes,Castigado,263992,Interes Moratorio CT,,6002136,"$424,094",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64902
RESPALDO COLOMBIA SAS,yes,Castigado,263993,Interes Moratorio CT,,6002123,"$1,042,704",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,65118
RESPALDO COLOMBIA SAS,yes,Cancelado,263994,Interes Moratorio CT,,6002121,"$229,781",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64754
RESPALDO COLOMBIA SAS,yes,Cancelado,263995,Interes Moratorio CT,,6002114,"$947,918",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64822
RESPALDO COLOMBIA SAS,yes,Cancelado,263996,Interes Moratorio CT,,6002085,"$588,360",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63954
RESPALDO COLOMBIA SAS,yes,Por Cobrar,263997,Interes Moratorio CT,,6002079,"$514,649",01-12-2021,,,,01-12-2021,,yes,15-12-2021,63614
RESPALDO COLOMBIA SAS,yes,Cancelado,263998,Interes Moratorio CT,,6002072,"$303,248",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64240
RESPALDO COLOMBIA SAS,yes,Cancelado,263999,Interes Moratorio CT,,6002060,"$451,743",01-12-2021,,,,01-12-2021,,yes,15-12-2021,65163
RESPALDO COLOMBIA SAS,yes,Cancelado,264000,Interes Moratorio CT,,6002030,"$335,103",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64390
RESPALDO COLOMBIA SAS,yes,Cancelado,264001,Interes Moratorio CT,,6002025,"$245,692",01-12-2021,,,,01-12-2021,"$35,692",yes,15-12-2021,64631
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264002,Interes Moratorio CT,,6002020,"$182,416",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64625
RESPALDO COLOMBIA SAS,yes,Cancelado,264003,Interes Moratorio CT,,6002010,"$2,408,377",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64225
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264004,Interes Moratorio CT,,6002000,"$17,614,074",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64355
RESPALDO COLOMBIA SAS,yes,Cobrado,264005,Interes Moratorio CT,,6001996,"$506,270",01-12-2021,,19-01-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64896
RESPALDO COLOMBIA SAS,yes,Cancelado,264006,Interes Moratorio CT,,6001969,"$114,206",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64576
RESPALDO COLOMBIA SAS,yes,Cancelado,264007,Interes Moratorio CT,,6001961,"$106,481",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64040
RESPALDO COLOMBIA SAS,yes,Cobrado,264008,Interes Moratorio CT,,6001952,"$145,934",01-12-2021,,01-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,65216
RESPALDO COLOMBIA SAS,yes,Cobrado,264009,Interes Moratorio CT,,6001898,"$739,729",01-12-2021,,28-02-2022,Respaldo,01-12-2021,"$534,729",yes,15-12-2021,63825
RESPALDO COLOMBIA SAS,yes,Castigado,264010,Interes Moratorio CT,,6001896,"$647,703",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,65197
RESPALDO COLOMBIA SAS,yes,Cobrado,264011,Interes Moratorio CT,,6001895,"$183,140",01-12-2021,,13-04-2022,Bancolombia,01-12-2021,,yes,15-12-2021,63998
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264012,Interes Moratorio CT,,6001887,"$376,936",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64619
RESPALDO COLOMBIA SAS,yes,Cobrado,264013,Interes Moratorio CT,,6001884,"$81,196",01-12-2021,,01-02-2022,Bancolombia,01-12-2021,,yes,15-12-2021,64936
RESPALDO COLOMBIA SAS,yes,Castigado,264014,Interes Moratorio CT,,6001871,"$4,201,074",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,63931
RESPALDO COLOMBIA SAS,yes,Castigado,264015,Interes Moratorio CT,,6001860,"$170,350",01-12-2021,,30-04-2022,,01-12-2021,,yes,15-12-2021,64095
RESPALDO COLOMBIA SAS,yes,Por Cobrar,264016,Interes Moratorio CT,,6001851,"$34,867",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64684
RESPALDO COLOMBIA SAS,yes,Cancelado,264017,Interes Moratorio CT,,6001844,"$481,793",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64837
RESPALDO COLOMBIA SAS,yes,Cancelado,264018,Interes Moratorio CT,,6001825,"$156,484",01-12-2021,,,,01-12-2021,,yes,15-12-2021,64484
RESPALDO COLOMBIA SAS,yes,Castigado,264019,Interes Moratorio CT,,6001820,"$353,482",01-12-2021,,30-01-2022,,01-12-2021,,yes,15-12-2021,64549
